epoch,train_acc,train_loss,val_acc,val_loss
0.0,0.0028609154929577466,5.396297,0.00390625,5.550003
1.0,0.006161971830985915,5.362009,0.004557291666666667,5.650604
2.0,0.005501760563380281,5.3574123,0.004557291666666667,5.994616
3.0,0.007541079812206573,5.3558807,0.006510416666666667,5.4201465
4.0,0.006602112676056338,5.347465,0.004557291666666667,5.677675
5.0,0.00528169014084507,5.3547006,0.004557291666666667,5.638353
6.0,0.006602112676056338,5.3425517,0.006510416666666667,5.5185165
7.0,0.005721830985915493,5.350269,0.004557291666666667,5.5322433
8.0,0.007262323943661972,5.3384867,0.005208333333333333,5.662943
9.0,0.0048415492957746475,5.3425517,0.005208333333333333,5.933804
10.0,0.0044014084507042256,5.3376937,0.008463541666666666,5.619808
11.0,0.007981220657276996,5.335133,0.004557291666666667,5.864941
12.0,0.006382042253521127,5.337688,0.0026041666666666665,5.538923
13.0,0.006602112676056338,5.3276896,0.0078125,5.6814785
14.0,0.006382042253521127,5.345438,0.004557291666666667,5.58824
15.0,0.005501760563380281,5.327574,0.004557291666666667,5.924132
16.0,0.006382042253521127,5.3180585,0.005859375,5.603555
17.0,0.009521713615023474,5.3260164,0.008463541666666666,5.7142243
18.0,0.007981220657276996,5.3275337,0.006510416666666667,5.5387406
19.0,0.006382042253521127,5.328419,0.0026041666666666665,5.5678496
20.0,0.00858274647887324,5.315773,0.004557291666666667,5.5922413
21.0,0.008802816901408451,5.315348,0.005208333333333333,5.876131
22.0,0.008421361502347418,5.3101263,0.0078125,5.575167
23.0,0.01040199530516432,5.3093343,0.006510416666666667,5.7170205
24.0,0.010842136150234742,5.308086,0.006510416666666667,5.5483384
24.0,0.009683098591549295,5.2861547,0.005859375,5.4745445
25.0,0.00858274647887324,5.2919674,0.005859375,5.490694
26.0,0.009242957746478873,5.290385,0.00390625,5.7323
27.0,0.0077024647887323945,5.289498,0.009114583333333334,5.387238
28.0,0.009903169014084508,5.2801046,0.011067708333333334,5.5698028
29.0,0.009903169014084508,5.270567,0.005208333333333333,5.549623
30.0,0.010783450704225352,5.265448,0.010657793209876544,5.499683
31.0,0.011003521126760563,5.2624,0.007161458333333333,5.4174404
30.0,0.011443661971830986,5.237673,0.009765625,5.410567
30.0,0.01210387323943662,5.2394385,0.011067708333333334,5.367335
